model_name,predictions
Qwen2.5-7B-Base+RAG_topo,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
interface Ethernet0/0
 ip address 10.0.1.1 255.255.255.0
 standby 1 priority 110 preempt delay minimum 3 delay reload 10
 standby 1 ip 10.0.1.253
 standby 2 priority 90 preempt delay minimum 3 delay reload 10
 standby 2 ip 10.0.1.254
!
!
end
[/configs/router1.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
snmp-server enable traps hsrp
snmp-server host 10.0.1.5 monitor hsrp
snmp-server host 10.0.1.6 netmgmt hsrp
interface GigabitEthernet0/0
 standby redirect
!
!
end
[/configs/router1.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
fhrp version vrrp v3
!
interface Ethernet0/0
 ip address 10.0.1.1 255.255.255.0
 ipv6 address 2001:db8:1::1/24
 vrrp 2 address-family ipv4
 vrrp 1 address-family ipv4
  address 10.0.1.254
  vrrp 2 priority 110
  vrrp 2 preempt
  vrrp 2 address-family ipv6
  address 2001:db8:1::fe
  vrrp 2 priority 110
  vrrp 2 preempt
!
!
end
[/configs/router1.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
interface ethernet 0/2
 ip address 10.0.2.1 255.255.255.0
 glbp 10 timers 5 18
 glbp 10 timers redirect 1800 28800
 glbp 10 load-balancing host-dependent
 glbp 10 priority 150
 glbp 10 preempt delay minimum 30
!
!
end
[/configs/router3.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
interface GigabitEthernet 0/0.10
 ip address 10.0.10.1 255.255.255.0
 standby 1 ip 10.0.10.254
 standby 1 priority 110
 standby 1 preempt
!
interface GigabitEthernet 0/0.20
 ip address 10.0.20.1 255.255.255.0
 standby 2 ip 10.0.20.254
 standby 2 priority 110
 standby 2 preempt
!
interface GigabitEthernet 0/0.30
 ip address 10.0.30.1 255.255.255.0
 standby 3 ip 10.0.30.254
 standby 3 priority 100
 standby 3 preempt
!
!
end
[/configs/router1.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
interface ethernet 0/2
 ip address 10.0.2.254 255.255.255.0
 glbp 1 timers 5 18
 glbp 1 timers redirect 1800 28800
 glbp 1 load-balancing round-robin
!
!
end
[/configs/router3.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
router bgp 65001
 neighbor 10.0.12.2 remote-as 65002
 no client-to-client reflection
!
!
end
[/configs/router1.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
router bgp 65001
 neighbor 10.0.12.2 remote-as 65002
 address-family ipv4 unicast
  neighbor 10.0.12.2 route-map SET-MED out
  network 10.0.1.0 mask 255.255.255.0
!
!
end
[/configs/router1.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R2
!
router bgp 65002
 aggregate-address 10.0.0.0 255.0.0.0 as-set
!
!
end
[/configs/router2.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
ip vrf CUSTOMER-A
 rd 200:1
 route-target import 200:100
 route-target export 200:100
!
interface Ethernet0/2
!
ip vrf forwarding CUSTOMER-A
 ip address 10.0.14.1 255.255.255.0
!
!
end
[/configs/router1.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R2
!
router ospfv3 2
 address-family ipv4 unicast
  adjacency stagger initial 5 maximum 30
!
 address-family ipv6 unicast
  adjacency stagger initial 5 maximum 30
!
!
end
[/configs/router2.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname Router
!
route-map RR-NEXTHOP
 set ip next-hop 10.0.12.1
!
router bgp 65001
 maximum-paths ibgp 4
 neighbor 10.0.12.2 route-reflector-client
 neighbor 10.0.12.2 route-map RR-NEXTHOP out
!
!
end
[/configs/router.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname Router
!
vrf definition MGMT
 rd 100:1
 address-family ipv4
!
 ip route vrf MGMT 192.168.50.0 255.255.255.0 10.0.12.2
 ip route static install-routes-recurse-via-nexthop vrf MGMT
!
!
end
[/configs/router.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R2
!
router bgp 65002
 address-family ipv4 unicast
  aggregate-address 10.0.0.0 255.0.0.0 summary-only
!
!
end
[/configs/router2.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname Router
!
router bgp 65001
 address-family ipv4 unicast
  peer-group IBGP-PEERS
  neighbor 10.0.12.2 peer-group IBGP-PEERS
  neighbor 10.0.14.2 peer-group IBGP-PEERS
  neighbor IBGP-PEERS remote-as 65001
  neighbor IBGP-PEERS ha-mode graceful-restart disable
!
!
end
[/configs/router.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
router ospf 1
 area 0 authentication
!
interface Ethernet0/1
 ip ospf cost 10
 ip ospf message-digest-key 1 md5 ospfpass
!
!
end
[/configs/router1.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname Router
!
router eigrp 100
 no auto-summary
!
interface Ethernet0/0
 ip hello-interval eigrp 100 5
!
!
end
[/configs/router.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
vrf definition CORP
 rd 100:10
 address-family ipv4
!
 address-family ipv6
!
 ip route vrf CORP 10.0.99.0 255.255.255.0 10.0.23.1
 ip route static install-routes-recurse-via-nexthop vrf CORP
!
!
end
[/configs/router3.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname Router
!
router bgp 65001
!
route-map POLICY-OUT permit 10
 match ip address ADVERTISED
 set local-preference 200
!
router ospf 1
 neighbor 10.0.12.2 route-map POLICY-OUT out
!
!
end
[/configs/router.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
router ospf 1
 router-id 1.1.1.1
 network 10.0.1.0 0.0.0.255 area 0
!
!
end
[/configs/router1.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R2
!
router ospf 1
 router-id 2.2.2.2
 network 10.0.12.0 0.0.0.255 area 0
 network 2.2.2.2 0.0.0.0 area 0
!
!
end
[/configs/router2.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
router bgp 65001
 neighbor 10.0.14.2 send-community extended
 neighbor 10.0.14.2 announce rpki state
!
!
end
[/configs/router1.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
router ospfv3 1
 address-family ipv6 unicast
  adjacency stagger initial-limit 10 maximum-limit 50
!
!
end
[/configs/router3.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R2
!
route-map RR-SET-NH
 set ip next-hop 10.0.12.1
!
router bgp 65001
 address-family ipv4 unicast
  neighbor 10.0.12.1 route-reflector-client
  neighbor 10.0.12.1 route-map RR-SET-NH out
!
!
end
[/configs/router2.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
class-map VOICE
 match dscp ef
!
policy-map QOS-POLICY
 class VOICE
  priority percent 10
!
interface Ethernet0/0
 traffic-policy QOS-POLICY egress
!
!
end
[/configs/router1.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname Router
!
ntp server 216.239.35.0
clock timezone EST -5
!
end
[/configs/router.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
interface GigabitEthernet0/0
 ip helper-address 10.0.1.5
 ip forward-protocol udp
!
!
end
[/configs/router1.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
ip vrf TENANT1
 rd 300:1
 route-target import 300:1
 route-target export 300:1
!
interface Ethernet0/0
!
ip vrf forwarding TENANT1
 ip address 10.0.23.2 255.255.255.0
!
!
end
[/configs/router3.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R2
!
interface ethernet 0/2
 no shutdown
 ip address unnumbered loopback 0
!
interface loopback 0
 ip address 10.255.2.2 255.255.255.255
!
!
end
[/configs/router2.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/switch1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname SW1
!
ip dhcp snooping
interface FastEthernet0/24
 ip dhcp snooping trust
!
!
end
[/configs/switch1.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
interface ethernet 0/0
 ipv6 address 2001:db8:1::1/64
 ipv6 enable
 ipv6 unicast-routing
!
!
end
[/configs/router1.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router4.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R4
!
ip vrf BACKUP
 rd 200:2
 address-family ipv4
!
 ip route vrf BACKUP 10.0.5.0 255.255.255.0 10.0.14.1
 ip route static install-routes-recurse-via-nexthop vrf BACKUP
!
!
end
[/configs/router4.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
interface GigabitEthernet0/0
 ip helper-address 10.0.2.5
 ip helper-address 10.0.2.5 port 67
 ip helper-address 10.0.2.5 port 69
!
!
end
[/configs/router3.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/switch1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname SW1
!
ip dhcp snooping
vlan 10 20 30
!
interface fastethernet 0/24
 ip dhcp snooping trust
!
interface fastethernet 0/23
 ip dhcp snooping trust
!
!
end
[/configs/switch1.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
ip vrf vrf_A
 rd 65500:1
 route-target export 65500:1
!
ip vrf vrf_B
 rd 65500:2
 route-target export 65500:2
!
interface Ethernet0/1
!
ip vrf forwarding vrf_A
 ip address 10.0.12.1 255.255.255.0
!
interface Ethernet0/2
!
ip vrf forwarding vrf_B
 ip address 10.0.14.1 255.255.255.0
!
!
end
[/configs/router1.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
interface Ethernet0/0
 ip address 10.0.1.1 255.255.255.0
 ipv6 address 2001:db8:1::1/64
 ipv6 ospf3 1 area 0
!
router ospfv3 1
 address-family ipv6 unicast
!
!
end
[/configs/router1.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
ip dhcp pool LAN-POOL
 address-family ipv4 unicast
  network 10.0.1.0 255.255.255.0
  exclude 10.0.1.1 10.0.1.10
  default-router 10.0.1.1
  dns-server 8.8.8.8
!
!
end
[/configs/router1.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/switch1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname SW1
!
interface vlan 1
 ip address 10.0.10.1 255.255.255.0
 ip default-gateway 10.0.10.254
!
!
end
[/configs/switch1.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R2
!
ip vrf ENTERPRISE
 rd 100:100
 route-target import 100:100
 route-target export 100:100
!
!
end
[/configs/router2.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/switch1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname SW1
!
ip dhcp snooping glean
interface fastethernet 0/24
 ip arp inspection vlan 10
 ip arp inspection trust
!
!
end
[/configs/switch1.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/switch1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname SW1
!
interface vlan 10
 ip address 10.0.10.1 255.255.255.0
 ip helper-address 10.0.1.1
!
interface vlan 20
 ip address 10.0.20.1 255.255.255.0
 ip helper-address 10.0.1.1
!
interface vlan 30
 ip address 10.0.30.1 255.255.255.0
 ip helper-address 10.0.1.1
!
!
end
[/configs/switch1.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname Router
!
redundancy
 application redundancy
  protocol ntp
  authentication md5 key-string 0 ntpkey timeout 0
  trust-key 1
!
!
end
[/configs/router.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router4.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R4
!
interface ethernet 0/1
 no shutdown
 ip unnumbered ethernet 0/0
!
interface ethernet 0/0
 no shutdown
!
!
end
[/configs/router4.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
ip vrf WAN
 rd 1:1
 route-target export 1:1
!
interface Ethernet0/1
!
ip vrf forwarding WAN
 ip address 10.0.12.1 255.255.255.0
!
interface Ethernet0/2
!
ip vrf forwarding WAN
 ip unnumbered Ethernet0/1
!
!
end
[/configs/router1.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
router ospfv3 1
 address-family ipv6 unicast
  area 0 range 2001:db8:23::0/64
  default area 0
!
!
end
[/configs/router3.cfg]"
Qwen2.5-7B-Base+RAG_topo,"[configs/router4.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R4
!
ip vrf VPN1
 rd 10:1
 route-target export 10:1
!
interface Ethernet0/0
!
ip vrf forwarding VPN1
 ip address 10.0.14.2 255.255.255.0
!
!
end
[/configs/router4.cfg]"
